,wind_farm,oem_manufacturer,latitude,longitude,country,rated_power,rotor_diameter,hub_height,turbine_type,commissioning_date
250,Arcadis Ost 1,Vestas,54.8395,13.6144,Germany,9.5,174.0,110.0,V174-9.5 MW,2023-12
251,Arcadis Ost 1,Vestas,54.8098,13.6797,Germany,9.5,174.0,110.0,V174-9.5 MW,2023-12
252,Arcadis Ost 1,Vestas,54.8174,13.6511,Germany,9.5,174.0,110.0,V174-9.5 MW,2023-12
253,Arcadis Ost 1,Vestas,54.8202,13.6335,Germany,9.5,174.0,110.0,V174-9.5 MW,2023-12
254,Arcadis Ost 1,Vestas,54.8277,13.613,Germany,9.5,174.0,110.0,V174-9.5 MW,2023-12
255,Arcadis Ost 1,Vestas,54.846,13.6299,Germany,9.5,174.0,110.0,V174-9.5 MW,2023-12
256,Arcadis Ost 1,Vestas,54.797,13.6971,Germany,9.5,174.0,110.0,V174-9.5 MW,2023-12
257,Arkona-Becken Südost,Siemens,54.7943,14.0609,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
258,Arkona-Becken Südost,Siemens,54.8047,14.1108,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
259,Arkona-Becken Südost,Siemens,54.7705,14.0617,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
260,Arkona-Becken Südost,Siemens,54.8124,14.1552,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
261,Arkona-Becken Südost,Siemens,54.8097,14.1768,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
262,Arkona-Becken Südost,Siemens,54.8022,14.1798,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
263,Arkona-Becken Südost,Siemens,54.7925,14.1773,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
264,Arkona-Becken Südost,Siemens,54.7832,14.1722,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
265,Arkona-Becken Südost,Siemens,54.7778,14.1688,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
266,Arkona-Becken Südost,Siemens,54.7813,14.0553,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
267,Arkona-Becken Südost,Siemens,54.7552,14.1528,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
268,Arkona-Becken Südost,Siemens,54.7534,14.1252,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
269,Arkona-Becken Südost,Siemens,54.7553,14.1137,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
270,Arkona-Becken Südost,Siemens,54.7575,14.1022,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
271,Arkona-Becken Südost,Siemens,54.7602,14.0912,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
272,Arkona-Becken Südost,Siemens,54.7628,14.08,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
273,Arkona-Becken Südost,Siemens,54.7662,14.0684,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
274,Arkona-Becken Südost,Siemens,54.7532,14.1397,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
275,Arkona-Becken Südost,Siemens,54.7868,14.0575,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
276,Arkona-Becken Südost,Siemens,54.7609,14.1216,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
277,Arkona-Becken Südost,Siemens,54.7953,14.0852,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
278,Arkona-Becken Südost,Siemens,54.7689,14.1232,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
279,Arkona-Becken Südost,Siemens,54.7653,14.1098,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
280,Arkona-Becken Südost,Siemens,54.7775,14.1418,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
281,Arkona-Becken Südost,Siemens,54.7725,14.0952,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
282,Arkona-Becken Südost,Siemens,54.7666,14.0955,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
283,Arkona-Becken Südost,Siemens,54.7708,14.0813,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
284,Arkona-Becken Südost,Siemens,54.7588,14.133,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
285,Arkona-Becken Südost,Siemens,54.7603,14.1484,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
286,Arkona-Becken Südost,Siemens,54.7656,14.1411,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
287,Arkona-Becken Südost,Siemens,54.7712,14.1568,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
288,Arkona-Becken Südost,Siemens,54.7897,14.1601,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
289,Arkona-Becken Südost,Siemens,54.786,14.1464,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
290,Arkona-Becken Südost,Siemens,54.795,14.1656,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
291,Arkona-Becken Südost,Siemens,54.8016,14.1645,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
292,Arkona-Becken Südost,Siemens,54.8069,14.1593,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
293,Arkona-Becken Südost,Siemens,54.7659,14.1589,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
294,Arkona-Becken Südost,Siemens,54.7979,14.0739,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
295,Arkona-Becken Südost,Siemens,54.7719,14.1397,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
296,Arkona-Becken Südost,Siemens,54.7745,14.113,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
297,Arkona-Becken Südost,Siemens,54.7802,14.1562,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
298,Arkona-Becken Südost,Siemens,54.7828,14.1328,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
299,Arkona-Becken Südost,Siemens,54.8009,14.0947,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
300,Arkona-Becken Südost,Siemens,54.7758,14.1274,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
301,Arkona-Becken Südost,Siemens,54.7908,14.0727,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
302,Arkona-Becken Südost,Siemens,54.7876,14.0877,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
303,Arkona-Becken Südost,Siemens,54.7828,14.0717,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
304,Arkona-Becken Südost,Siemens,54.7788,14.1022,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
305,Arkona-Becken Südost,Siemens,54.7847,14.1082,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
306,Arkona-Becken Südost,Siemens,54.792,14.1049,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
307,Arkona-Becken Südost,Siemens,54.7953,14.1179,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
308,Arkona-Becken Südost,Siemens,54.7769,14.0817,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
309,Arkona-Becken Südost,Siemens,54.7979,14.1313,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
310,Arkona-Becken Südost,Siemens,54.781,14.1182,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
311,Arkona-Becken Südost,Siemens,54.7878,14.1226,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
312,Arkona-Becken Südost,Siemens,54.8039,14.1385,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
313,Arkona-Becken Südost,Siemens,54.8072,14.1258,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
314,Arkona-Becken Südost,Siemens,54.8013,14.1502,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
315,Arkona-Becken Südost,Siemens,54.7934,14.1499,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
316,Arkona-Becken Südost,Siemens,54.7904,14.1361,Germany,6.0,154.0,102.0,SWT-6.0-154,2019-01
317,Avedøre Holme,Siemens,55.6018,12.4683,Denmark,3.6,120.0,93.0,SWT-3.6-120,2011-12  
318,Avedøre Holme,Siemens,55.6023,12.4611,Denmark,3.6,120.0,93.0,SWT-3.6-120,2011-12  
319,Avedøre Holme,Siemens,55.6028,12.4543,Denmark,3.6,120.0,93.0,SWT-3.6-120,2011-12  
320,Baltic Eagle,Vestas,54.845,13.8813,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
321,Baltic Eagle,Vestas,54.814,13.8672,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
322,Baltic Eagle,Vestas,54.8358,13.8628,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
323,Baltic Eagle,Vestas,54.8438,13.8604,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
324,Baltic Eagle,Vestas,54.8511,13.8584,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
325,Baltic Eagle,Vestas,54.8584,13.8569,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
326,Baltic Eagle,Vestas,54.8595,13.8771,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
327,Baltic Eagle,Vestas,54.8524,13.8792,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
328,Baltic Eagle,Vestas,54.8212,13.8654,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
329,Baltic Eagle,Vestas,54.8381,13.8832,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
330,Baltic Eagle,Vestas,54.8537,13.9001,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
331,Baltic Eagle,Vestas,54.8237,13.8874,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
332,Baltic Eagle,Vestas,54.8167,13.8893,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
333,Baltic Eagle,Vestas,54.8098,13.8913,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
334,Baltic Eagle,Vestas,54.8103,13.9149,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
335,Baltic Eagle,Vestas,54.8172,13.9126,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
336,Baltic Eagle,Vestas,54.8263,13.9095,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
337,Baltic Eagle,Vestas,54.833,13.9071,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
338,Baltic Eagle,Vestas,54.8398,13.9048,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
339,Baltic Eagle,Vestas,54.8469,13.9026,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
340,Baltic Eagle,Vestas,54.8605,13.8978,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
341,Baltic Eagle,Vestas,54.8191,13.8454,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
342,Baltic Eagle,Vestas,54.831,13.8853,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
343,Baltic Eagle,Vestas,54.8266,13.8434,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
344,Baltic Eagle,Vestas,54.8288,13.8638,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
345,Baltic Eagle,Vestas,54.8421,13.8398,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
346,Baltic Eagle,Vestas,54.8344,13.8417,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
347,Baltic Eagle,Vestas,54.7891,13.922,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
348,Baltic Eagle,Vestas,54.7945,13.8954,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
349,Baltic Eagle,Vestas,54.8024,13.8932,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
350,Baltic Eagle,Vestas,54.7993,13.8705,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
351,Baltic Eagle,Vestas,54.8066,13.869,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
352,Baltic Eagle,Vestas,54.8036,13.8491,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
353,Baltic Eagle,Vestas,54.8081,13.8274,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
354,Baltic Eagle,Vestas,54.8146,13.8257,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
355,Baltic Eagle,Vestas,54.8139,13.802,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
356,Baltic Eagle,Vestas,54.8212,13.802,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
357,Baltic Eagle,Vestas,54.8112,13.8472,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
358,Baltic Eagle,Vestas,54.828,13.8224,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
359,Baltic Eagle,Vestas,54.8286,13.8019,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
360,Baltic Eagle,Vestas,54.8359,13.8019,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
361,Baltic Eagle,Vestas,54.8348,13.8208,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
362,Baltic Eagle,Vestas,54.8498,13.8381,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
363,Baltic Eagle,Vestas,54.8433,13.8019,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
364,Baltic Eagle,Vestas,54.8422,13.8203,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
365,Baltic Eagle,Vestas,54.8488,13.8194,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
366,Baltic Eagle,Vestas,54.8505,13.8019,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
367,Baltic Eagle,Vestas,54.8564,13.8156,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
368,Baltic Eagle,Vestas,54.8574,13.8363,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
369,Baltic Eagle,Vestas,54.8214,13.8241,Germany,9.5,174.0,107.0,V174-9.5 MW,2025-07
370,Bard Offshore 1,Bard,54.3891,5.9853,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
371,Bard Offshore 1,Bard,54.3881,5.9689,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
372,Bard Offshore 1,Bard,54.3873,5.9396,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
373,Bard Offshore 1,Bard,54.3838,6.0181,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
374,Bard Offshore 1,Bard,54.34,6.0047,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
375,Bard Offshore 1,Bard,54.3793,5.9396,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
376,Bard Offshore 1,Bard,54.381,5.9885,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
377,Bard Offshore 1,Bard,54.3799,5.9721,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
378,Bard Offshore 1,Bard,54.3903,6.0049,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
379,Bard Offshore 1,Bard,54.3821,6.0082,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
380,Bard Offshore 1,Bard,54.3914,6.0181,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
381,Bard Offshore 1,Bard,54.338,6.0181,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
382,Bard Offshore 1,Bard,54.3971,5.9618,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
383,Bard Offshore 1,Bard,54.3973,5.982,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
384,Bard Offshore 1,Bard,54.3984,6.0017,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
385,Bard Offshore 1,Bard,54.3991,6.0181,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
386,Bard Offshore 1,Bard,54.402,5.9729,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
387,Bard Offshore 1,Bard,54.4026,5.9928,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
388,Bard Offshore 1,Bard,54.4063,6.0061,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
389,Bard Offshore 1,Bard,54.4067,6.0181,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
390,Bard Offshore 1,Bard,54.4069,5.984,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
391,Bard Offshore 1,Bard,54.4118,5.9952,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
392,Bard Offshore 1,Bard,54.3411,5.9395,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
393,Bard Offshore 1,Bard,54.3922,5.9507,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
394,Bard Offshore 1,Bard,54.3453,5.9495,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
395,Bard Offshore 1,Bard,54.3609,6.0181,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
396,Bard Offshore 1,Bard,54.3464,5.9689,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
397,Bard Offshore 1,Bard,54.4167,6.0062,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
398,Bard Offshore 1,Bard,54.3791,5.9529,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
399,Bard Offshore 1,Bard,54.3761,6.0181,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
400,Bard Offshore 1,Bard,54.3728,5.9918,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
401,Bard Offshore 1,Bard,54.3717,5.9754,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
402,Bard Offshore 1,Bard,54.3717,5.9396,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
403,Bard Offshore 1,Bard,54.3712,6.0049,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
404,Bard Offshore 1,Bard,54.371,5.9563,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
405,Bard Offshore 1,Bard,54.3685,6.0181,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
406,Bard Offshore 1,Bard,54.3646,5.995,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
407,Bard Offshore 1,Bard,54.364,5.9396,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
408,Bard Offshore 1,Bard,54.3636,5.9786,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
409,Bard Offshore 1,Bard,54.363,6.0082,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
410,Bard Offshore 1,Bard,54.3628,5.9596,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
411,Bard Offshore 1,Bard,54.3564,5.9984,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
412,Bard Offshore 1,Bard,54.3564,5.9395,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
413,Bard Offshore 1,Bard,54.3555,5.9522,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
414,Bard Offshore 1,Bard,54.3554,5.9819,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
415,Bard Offshore 1,Bard,54.3546,5.9658,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
416,Bard Offshore 1,Bard,54.3532,6.0182,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
417,Bard Offshore 1,Bard,54.3495,5.9395,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
418,Bard Offshore 1,Bard,54.3483,6.0047,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
419,Bard Offshore 1,Bard,54.3472,5.9851,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
420,Bard Offshore 1,Bard,54.3456,6.0181,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
421,Bard Offshore 1,Bard,54.422,6.0182,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
422,Bard Offshore 1,Bard,54.4143,6.0181,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
423,Bard Offshore 1,Bard,54.3334,5.9395,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
424,Bard Offshore 1,Bard,54.3372,5.9526,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
425,Bard Offshore 1,Bard,54.339,5.9884,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
426,Bard Offshore 1,Bard,54.3028,5.9394,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
427,Bard Offshore 1,Bard,54.3035,5.9525,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
428,Bard Offshore 1,Bard,54.3043,5.9656,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
429,Bard Offshore 1,Bard,54.305,5.9786,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
430,Bard Offshore 1,Bard,54.3057,5.9916,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
431,Bard Offshore 1,Bard,54.3063,6.0045,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
432,Bard Offshore 1,Bard,54.3071,6.0179,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
433,Bard Offshore 1,Bard,54.3105,5.9393,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
434,Bard Offshore 1,Bard,54.3125,5.9624,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
435,Bard Offshore 1,Bard,54.3137,5.9818,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
436,Bard Offshore 1,Bard,54.3382,5.9721,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
437,Bard Offshore 1,Bard,54.315,6.0182,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
438,Bard Offshore 1,Bard,54.3144,5.9982,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
439,Bard Offshore 1,Bard,54.3315,6.0045,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
440,Bard Offshore 1,Bard,54.3308,5.9917,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
441,Bard Offshore 1,Bard,54.3303,6.0181,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
442,Bard Offshore 1,Bard,54.3289,5.9559,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
443,Bard Offshore 1,Bard,54.3301,5.9754,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
444,Bard Offshore 1,Bard,54.3227,6.0181,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
445,Bard Offshore 1,Bard,54.3226,5.9949,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
446,Bard Offshore 1,Bard,54.3217,5.9786,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
447,Bard Offshore 1,Bard,54.3207,5.9591,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
448,Bard Offshore 1,Bard,54.3181,5.9393,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
449,Bard Offshore 1,Bard,54.3258,5.9393,Germany,5.0,122.0,90.0,Bard 5.0,2013-09
450,Barrow,Vestas,53.9877,-3.28,United Kingdom,3.0,90.0,75.0,V90-3.0 MW Offshore,2006-09 
451,Barrow,Vestas,53.9906,-3.2856,United Kingdom,3.0,90.0,75.0,V90-3.0 MW Offshore,2006-09 
452,Barrow,Vestas,53.99,-3.3018,United Kingdom,3.0,90.0,75.0,V90-3.0 MW Offshore,2006-09 
453,Barrow,Vestas,53.9893,-3.318,United Kingdom,3.0,90.0,75.0,V90-3.0 MW Offshore,2006-09 
454,Barrow,Vestas,53.987,-3.2962,United Kingdom,3.0,90.0,75.0,V90-3.0 MW Offshore,2006-09 
455,Barrow,Vestas,53.981,-3.285,United Kingdom,3.0,90.0,75.0,V90-3.0 MW Offshore,2006-09 
456,Barrow,Vestas,53.9846,-3.2744,United Kingdom,3.0,90.0,75.0,V90-3.0 MW Offshore,2006-09 
457,Barrow,Vestas,53.984,-3.2906,United Kingdom,3.0,90.0,75.0,V90-3.0 MW Offshore,2006-09 
458,Barrow,Vestas,53.9833,-3.3068,United Kingdom,3.0,90.0,75.0,V90-3.0 MW Offshore,2006-09 
459,Barrow,Vestas,53.9913,-3.2694,United Kingdom,3.0,90.0,75.0,V90-3.0 MW Offshore,2006-09 
460,Barrow,Vestas,53.9804,-3.3012,United Kingdom,3.0,90.0,75.0,V90-3.0 MW Offshore,2006-09 
461,Barrow,Vestas,53.9863,-3.3123,United Kingdom,3.0,90.0,75.0,V90-3.0 MW Offshore,2006-09 
462,Barrow,Vestas,53.9922,-3.3236,United Kingdom,3.0,90.0,75.0,V90-3.0 MW Offshore,2006-09 
463,Barrow,Vestas,53.9965,-3.2968,United Kingdom,3.0,90.0,75.0,V90-3.0 MW Offshore,2006-09 
464,Barrow,Vestas,53.9936,-3.2912,United Kingdom,3.0,90.0,75.0,V90-3.0 MW Offshore,2006-09 
465,Barrow,Vestas,53.9943,-3.275,United Kingdom,3.0,90.0,75.0,V90-3.0 MW Offshore,2006-09 
466,Barrow,Vestas,53.9952,-3.3292,United Kingdom,3.0,90.0,75.0,V90-3.0 MW Offshore,2006-09 
467,Barrow,Vestas,53.9959,-3.313,United Kingdom,3.0,90.0,75.0,V90-3.0 MW Offshore,2006-09 
468,Barrow,Vestas,53.9972,-3.2806,United Kingdom,3.0,90.0,75.0,V90-3.0 MW Offshore,2006-09 
469,Barrow,Vestas,53.9989,-3.3186,United Kingdom,3.0,90.0,75.0,V90-3.0 MW Offshore,2006-09 
470,Barrow,Vestas,53.9995,-3.3023,United Kingdom,3.0,90.0,75.0,V90-3.0 MW Offshore,2006-09 
471,Barrow,Vestas,54.0002,-3.2862,United Kingdom,3.0,90.0,75.0,V90-3.0 MW Offshore,2006-09 
472,Barrow,Vestas,54.0025,-3.308,United Kingdom,3.0,90.0,75.0,V90-3.0 MW Offshore,2006-09 
473,Barrow,Vestas,54.0031,-3.2918,United Kingdom,3.0,90.0,75.0,V90-3.0 MW Offshore,2006-09 
474,Barrow,Vestas,54.0061,-3.2973,United Kingdom,3.0,90.0,75.0,V90-3.0 MW Offshore,2006-09 
475,Barrow,Vestas,54.0091,-3.303,United Kingdom,3.0,90.0,75.0,V90-3.0 MW Offshore,2006-09 
476,Barrow,Vestas,53.9929,-3.3074,United Kingdom,3.0,90.0,75.0,V90-3.0 MW Offshore,2006-09 
477,Barrow,Vestas,54.0054,-3.3135,United Kingdom,3.0,90.0,75.0,V90-3.0 MW Offshore,2006-09 
478,Barrow,Vestas,53.9745,-3.29,United Kingdom,3.0,90.0,75.0,V90-3.0 MW Offshore,2006-09 
479,Barrow,Vestas,53.9774,-3.2956,United Kingdom,3.0,90.0,75.0,V90-3.0 MW Offshore,2006-09 
480,Beatrice Offshore Wind Farm,Siemens Gamesa,58.2807,-2.923,United Kingdom,7.0,154.0,101.0,SWT-7.0-154,2009-05
481,Beatrice Offshore Wind Farm,Siemens Gamesa,58.2738,-2.9079,United Kingdom,7.0,154.0,101.0,SWT-7.0-154,2009-05
482,Beatrice Offshore Wind Farm,Siemens Gamesa,58.2669,-2.8925,United Kingdom,7.0,154.0,101.0,SWT-7.0-154,2009-05
483,Beatrice Offshore Wind Farm,Siemens Gamesa,58.2602,-2.8771,United Kingdom,7.0,154.0,101.0,SWT-7.0-154,2009-05
484,Beatrice Offshore Wind Farm,Siemens Gamesa,58.2535,-2.8618,United Kingdom,7.0,154.0,101.0,SWT-7.0-154,2009-05
485,Beatrice Offshore Wind Farm,Siemens Gamesa,58.2468,-2.8468,United Kingdom,7.0,154.0,101.0,SWT-7.0-154,2009-05
486,Beatrice Offshore Wind Farm,Siemens Gamesa,58.2702,-2.9264,United Kingdom,7.0,154.0,101.0,SWT-7.0-154,2009-05
487,Beatrice Offshore Wind Farm,Siemens Gamesa,58.2635,-2.9111,United Kingdom,7.0,154.0,101.0,SWT-7.0-154,2009-05
488,Beatrice Offshore Wind Farm,Siemens Gamesa,58.243,-2.8656,United Kingdom,7.0,154.0,101.0,SWT-7.0-154,2009-05
