,wind_farm,oem_manufacturer,latitude,longitude,country,rated_power,rotor_diameter,hub_height,turbine_type,commissioning_date
2025,Greater Gabbard,Siemens,51.7914,1.9495,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2026,Greater Gabbard,Siemens,51.7862,1.9986,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2027,Greater Gabbard,Siemens,51.7834,1.9449,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2028,Greater Gabbard,Siemens,51.7826,1.9758,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2029,Greater Gabbard,Siemens,51.7827,1.9317,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2030,Greater Gabbard,Siemens,51.7804,1.9875,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2031,Greater Gabbard,Siemens,51.7784,1.9532,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2032,Greater Gabbard,Siemens,51.7778,1.9984,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2033,Greater Gabbard,Siemens,51.7749,1.9269,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2034,Greater Gabbard,Siemens,51.7726,1.9821,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2035,Greater Gabbard,Siemens,51.7467,1.9336,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2036,Greater Gabbard,Siemens,51.7894,1.9854,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2037,Greater Gabbard,Siemens,51.7354,1.9443,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2038,Greater Gabbard,Siemens,51.7434,1.9482,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2039,Greater Gabbard,Siemens,51.894,1.8774,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2040,Greater Gabbard,Siemens,51.8935,1.9563,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2041,Greater Gabbard,Siemens,51.8959,1.9324,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2042,Greater Gabbard,Siemens,51.8963,1.8551,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2043,Greater Gabbard,Siemens,51.8964,1.9963,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2044,Greater Gabbard,Siemens,51.8971,1.9709,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2045,Greater Gabbard,Siemens,51.8981,1.908,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2046,Greater Gabbard,Siemens,51.8993,1.868,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2047,Greater Gabbard,Siemens,51.8993,1.9471,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2048,Greater Gabbard,Siemens,51.8925,1.9174,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2049,Greater Gabbard,Siemens,51.9014,1.923,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2050,Greater Gabbard,Siemens,51.902,1.9876,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2051,Greater Gabbard,Siemens,51.9025,1.9618,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2052,Greater Gabbard,Siemens,51.9047,1.9377,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2053,Greater Gabbard,Siemens,51.9061,1.9765,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2054,Greater Gabbard,Siemens,51.907,1.9138,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2055,Greater Gabbard,Siemens,51.9081,1.873,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2056,Greater Gabbard,Siemens,51.9082,1.9525,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2057,Greater Gabbard,Siemens,51.9104,1.9287,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2058,Greater Gabbard,Siemens,51.9116,1.8876,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2059,Greater Gabbard,Siemens,51.9115,1.9672,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2060,Greater Gabbard,Siemens,51.9027,1.8825,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2061,Greater Gabbard,Siemens,51.8904,1.9417,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2062,Greater Gabbard,Siemens,51.8904,1.8629,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2063,Greater Gabbard,Siemens,51.8894,1.9028,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2064,Greater Gabbard,Siemens,51.8603,1.8982,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2065,Greater Gabbard,Siemens,51.8617,1.8588,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2066,Greater Gabbard,Siemens,51.8635,1.8866,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2067,Greater Gabbard,Siemens,51.8642,1.9128,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2068,Greater Gabbard,Siemens,51.8685,1.9268,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2069,Greater Gabbard,Siemens,51.8696,1.8502,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2070,Greater Gabbard,Siemens,51.8718,1.8947,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2071,Greater Gabbard,Siemens,51.8722,1.9094,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2072,Greater Gabbard,Siemens,51.8723,1.9412,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2073,Greater Gabbard,Siemens,51.8763,1.867,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2074,Greater Gabbard,Siemens,51.8762,1.9556,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2075,Greater Gabbard,Siemens,51.8781,1.9224,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2076,Greater Gabbard,Siemens,51.88,1.9372,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2077,Greater Gabbard,Siemens,51.8805,1.8972,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2078,Greater Gabbard,Siemens,51.8801,1.9699,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2079,Greater Gabbard,Siemens,51.8816,1.8574,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2080,Greater Gabbard,Siemens,51.8836,1.9119,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2081,Greater Gabbard,Siemens,51.8846,1.9513,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2082,Greater Gabbard,Siemens,51.8851,1.8722,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2083,Greater Gabbard,Siemens,51.8842,1.9842,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2084,Greater Gabbard,Siemens,51.8871,1.9267,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2085,Greater Gabbard,Siemens,51.8881,1.966,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2086,Greater Gabbard,Siemens,51.888,1.9985,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2087,Greater Gabbard,Siemens,51.9134,1.8638,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2088,Greater Gabbard,Siemens,51.9148,1.982,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2089,Greater Gabbard,Siemens,51.8925,1.9819,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2090,Greater Gabbard,Siemens,51.9169,1.8783,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2091,Greater Gabbard,Siemens,51.9457,1.9501,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2092,Greater Gabbard,Siemens,51.947,1.9081,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2093,Greater Gabbard,Siemens,51.9489,1.8841,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2094,Greater Gabbard,Siemens,51.9509,1.9639,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2095,Greater Gabbard,Siemens,51.951,1.9408,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2096,Greater Gabbard,Siemens,51.9516,1.9985,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2097,Greater Gabbard,Siemens,51.9524,1.8987,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2098,Greater Gabbard,Siemens,51.9526,1.9841,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2099,Greater Gabbard,Siemens,51.9159,1.9192,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2100,Greater Gabbard,Siemens,51.9558,1.9133,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2101,Greater Gabbard,Siemens,51.9453,1.9734,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2102,Greater Gabbard,Siemens,51.9579,1.8893,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2103,Greater Gabbard,Siemens,51.9617,1.998,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2104,Greater Gabbard,Siemens,51.9619,1.9473,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2105,Greater Gabbard,Siemens,51.9642,1.9849,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2106,Greater Gabbard,Siemens,51.9646,1.9185,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2107,Greater Gabbard,Siemens,51.9676,1.9083,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2108,Greater Gabbard,Siemens,51.9697,1.9578,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2109,Greater Gabbard,Siemens,51.9734,1.9237,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2110,Greater Gabbard,Siemens,51.9775,1.9543,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2111,Greater Gabbard,Siemens,51.9774,1.9907,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2112,Greater Gabbard,Siemens,51.9775,1.9758,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2113,Greater Gabbard,Siemens,51.9612,1.9699,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2114,Greater Gabbard,Siemens,51.9435,1.8934,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2115,Greater Gabbard,Siemens,51.9543,1.8748,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2116,Greater Gabbard,Siemens,51.9412,1.9984,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2117,Greater Gabbard,Siemens,51.9324,1.9928,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2118,Greater Gabbard,Siemens,51.9315,1.9542,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2119,Greater Gabbard,Siemens,51.9312,1.8739,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2120,Greater Gabbard,Siemens,51.9291,1.978,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2121,Greater Gabbard,Siemens,51.9293,1.898,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2122,Greater Gabbard,Siemens,51.9282,1.9392,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2123,Greater Gabbard,Siemens,51.9259,1.9634,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2124,Greater Gabbard,Siemens,51.9247,1.9246,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2125,Greater Gabbard,Siemens,51.9237,1.9874,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2126,Greater Gabbard,Siemens,51.9227,1.9486,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2127,Greater Gabbard,Siemens,51.9222,1.8688,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2128,Greater Gabbard,Siemens,51.9203,1.9727,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2129,Greater Gabbard,Siemens,51.9204,1.8929,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2130,Greater Gabbard,Siemens,51.9194,1.934,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2131,Greater Gabbard,Siemens,51.9423,1.9354,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2132,Greater Gabbard,Siemens,51.9336,1.9296,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2133,Greater Gabbard,Siemens,51.9347,1.8886,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2134,Greater Gabbard,Siemens,51.9171,1.9579,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2135,Greater Gabbard,Siemens,51.7415,1.9601,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2136,Greater Gabbard,Siemens,51.9346,1.9689,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2137,Greater Gabbard,Siemens,51.9403,1.9595,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2138,Greater Gabbard,Siemens,51.94,1.8789,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2139,Greater Gabbard,Siemens,51.9381,1.903,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2140,Greater Gabbard,Siemens,51.9369,1.9447,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2141,Greater Gabbard,Siemens,51.9379,1.9837,United Kingdom,3.6,107.0,70.0,SWT-3.6-107,2013-08
2142,Gunfleet Sands,Siemens,51.7329,1.199,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2143,Gunfleet Sands,Siemens,51.7295,1.2019,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2144,Gunfleet Sands,Siemens,51.7183,1.197,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2145,Gunfleet Sands,Siemens,51.7191,1.211,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2146,Gunfleet Sands,Siemens,51.72,1.2248,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2147,Gunfleet Sands,Siemens,51.7208,1.2389,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2148,Gunfleet Sands,Siemens,51.7218,1.1941,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2149,Gunfleet Sands,Siemens,51.7226,1.2079,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2150,Gunfleet Sands,Siemens,51.7234,1.2219,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2151,Gunfleet Sands,Siemens,51.7243,1.2359,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2152,Gunfleet Sands,Siemens,51.725,1.2498,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2153,Gunfleet Sands,Siemens,51.7293,1.2608,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2154,Gunfleet Sands,Siemens,51.7285,1.2468,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2155,Gunfleet Sands,Siemens,51.7165,1.2281,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2156,Gunfleet Sands,Siemens,51.7287,1.1882,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2157,Gunfleet Sands,Siemens,51.7319,1.2439,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2158,Gunfleet Sands,Siemens,51.7252,1.1911,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2159,Gunfleet Sands,Siemens,51.726,1.205,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2160,Gunfleet Sands,Siemens,51.7268,1.219,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2161,Gunfleet Sands,Siemens,51.7277,1.2329,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2162,Gunfleet Sands,Siemens,51.7328,1.2579,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2163,Gunfleet Sands,Siemens,51.7157,1.2139,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2164,Gunfleet Sands,Siemens,51.7378,1.2826,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2165,Gunfleet Sands,Siemens,51.7122,1.2171,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2166,Gunfleet Sands,Siemens,51.7388,1.2378,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2167,Gunfleet Sands,Siemens,51.7396,1.2518,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2168,Gunfleet Sands,Siemens,51.7415,1.221,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2169,Gunfleet Sands,Siemens,51.7413,1.2797,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2170,Gunfleet Sands,Siemens,51.7422,1.2936,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2171,Gunfleet Sands,Siemens,51.7423,1.2349,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2172,Gunfleet Sands,Siemens,51.7431,1.2489,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2173,Gunfleet Sands,Siemens,51.7456,1.2906,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2174,Gunfleet Sands,Siemens,51.7458,1.2318,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2175,Gunfleet Sands,Siemens,51.7148,1.2001,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2176,Gunfleet Sands,Siemens,51.7465,1.2459,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2177,Gunfleet Sands,Siemens,51.738,1.2239,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2178,Gunfleet Sands,Siemens,51.737,1.2687,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2179,Gunfleet Sands,Siemens,51.7372,1.2099,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2180,Gunfleet Sands,Siemens,51.7362,1.2548,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2181,Gunfleet Sands,Siemens,51.7354,1.2408,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2182,Gunfleet Sands,Siemens,51.7346,1.2269,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2183,Gunfleet Sands,Siemens,51.7338,1.2129,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2184,Gunfleet Sands,Siemens,51.7336,1.2718,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2185,Gunfleet Sands,Siemens,51.708,1.2061,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2186,Gunfleet Sands,Siemens,51.75,1.243,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2187,Gunfleet Sands,Siemens,51.7114,1.2029,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2188,Gunfleet Sands,Siemens,51.7312,1.2299,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2189,Gunfleet Sands,Siemens,51.7303,1.2159,United Kingdom,3.6,107.0,75.0,SWT-3.6-107,2010-06
2190,Gunfleet Sands Demo,Siemens,51.7036,1.1951,United Kingdom,6.0,120.0,84.0,SWT-6.0-120,2013-09
2191,Gunfleet Sands Demo,Siemens,51.7072,1.1921,United Kingdom,6.0,120.0,84.0,SWT-6.0-120,2013-09
2192,Gwynt y Mor,Siemens,53.4514,-3.5701,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2193,Gwynt y Mor,Siemens,53.4347,-3.5645,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2194,Gwynt y Mor,Siemens,53.4403,-3.5699,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2195,Gwynt y Mor,Siemens,53.4181,-3.6153,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2196,Gwynt y Mor,Siemens,53.4343,-3.6535,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2197,Gwynt y Mor,Siemens,53.4507,-3.6916,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2198,Gwynt y Mor,Siemens,53.4676,-3.6758,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2199,Gwynt y Mor,Siemens,53.4908,-3.5329,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2200,Gwynt y Mor,Siemens,53.4906,-3.5654,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2201,Gwynt y Mor,Siemens,53.4901,-3.5897,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2202,Gwynt y Mor,Siemens,53.49,-3.6112,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2203,Gwynt y Mor,Siemens,53.479,-3.6327,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2204,Gwynt y Mor,Siemens,53.4461,-3.5214,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2205,Gwynt y Mor,Siemens,53.446,-3.5323,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2206,Gwynt y Mor,Siemens,53.4404,-3.559,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2207,Gwynt y Mor,Siemens,53.4459,-3.5538,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2208,Gwynt y Mor,Siemens,53.4459,-3.5646,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2209,Gwynt y Mor,Siemens,53.4519,-3.4728,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2210,Gwynt y Mor,Siemens,53.4519,-3.4837,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2211,Gwynt y Mor,Siemens,53.4518,-3.4944,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2212,Gwynt y Mor,Siemens,53.4518,-3.5052,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2213,Gwynt y Mor,Siemens,53.4518,-3.516,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2214,Gwynt y Mor,Siemens,53.4516,-3.5268,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2215,Gwynt y Mor,Siemens,53.4516,-3.5377,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2216,Gwynt y Mor,Siemens,53.4516,-3.5485,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2217,Gwynt y Mor,Siemens,53.4515,-3.5593,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2218,Gwynt y Mor,Siemens,53.4575,-3.4783,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2219,Gwynt y Mor,Siemens,53.446,-3.5431,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2220,Gwynt y Mor,Siemens,53.4462,-3.5106,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2221,Gwynt y Mor,Siemens,53.4464,-3.5,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2222,Gwynt y Mor,Siemens,53.4686,-3.5002,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2223,Gwynt y Mor,Siemens,53.4626,-3.5703,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2224,Gwynt y Mor,Siemens,53.4627,-3.5594,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2225,Gwynt y Mor,Siemens,53.4627,-3.5485,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2226,Gwynt y Mor,Siemens,53.4685,-3.5109,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2227,Gwynt y Mor,Siemens,53.4684,-3.5217,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2228,Gwynt y Mor,Siemens,53.4684,-3.5326,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2229,Gwynt y Mor,Siemens,53.4684,-3.5433,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2230,Gwynt y Mor,Siemens,53.4683,-3.5542,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2231,Gwynt y Mor,Siemens,53.4683,-3.5651,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2232,Gwynt y Mor,Siemens,53.4452,-3.6753,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2233,Gwynt y Mor,Siemens,53.4741,-3.5056,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2234,Gwynt y Mor,Siemens,53.4628,-3.5379,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2235,Gwynt y Mor,Siemens,53.4629,-3.527,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2236,Gwynt y Mor,Siemens,53.4629,-3.5162,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2237,Gwynt y Mor,Siemens,53.463,-3.5054,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2238,Gwynt y Mor,Siemens,53.4631,-3.4946,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2239,Gwynt y Mor,Siemens,53.4631,-3.4838,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2240,Gwynt y Mor,Siemens,53.4571,-3.5648,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2241,Gwynt y Mor,Siemens,53.4571,-3.5541,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2242,Gwynt y Mor,Siemens,53.4572,-3.5432,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2243,Gwynt y Mor,Siemens,53.4572,-3.5324,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2244,Gwynt y Mor,Siemens,53.4573,-3.5215,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2245,Gwynt y Mor,Siemens,53.4574,-3.5107,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2246,Gwynt y Mor,Siemens,53.485,-3.517,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2247,Gwynt y Mor,Siemens,53.4686,-3.4893,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2248,Gwynt y Mor,Siemens,53.4521,-3.4621,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2249,Gwynt y Mor,Siemens,53.4404,-3.5484,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
2250,Gwynt y Mor,Siemens,53.4454,-3.6645,United Kingdom,3.6,107.0,84.4,SWT-3.6-107,2015-06
